timestamp,datetime_utc,longUsd,shortUsd,totalUsd
1772656200000,2026-03-04T20:30:00.000Z,402925.43054,2425.8495,405351.28004
1772658000000,2026-03-04T21:00:00.000Z,1062867.0947,40781.216,1103648.3107
1772659800000,2026-03-04T21:30:00.000Z,658.2807,38292.73884,38951.01954
1772661600000,2026-03-04T22:00:00.000Z,29933.6284,916478.61419,946412.24259
1772663400000,2026-03-04T22:30:00.000Z,4724657.97766,62117.32067,4786775.298330001
1772665200000,2026-03-04T23:00:00.000Z,582777.01421,8414.3596,591191.37381
1772667000000,2026-03-04T23:30:00.000Z,678336.59023,262579.47162,940916.0618499999
1772668800000,2026-03-05T00:00:00.000Z,145.1568,302627.66486,302772.82166
1772670600000,2026-03-05T00:30:00.000Z,60796.779,33131.27038,93928.04938000001
1772672400000,2026-03-05T01:00:00.000Z,172956.29603,514528.61952,687484.91555
1772674200000,2026-03-05T01:30:00.000Z,374900.48308,7989.2964,382889.77947999997
1772676000000,2026-03-05T02:00:00.000Z,218.0217,241248.85532,241466.87702
1772677800000,2026-03-05T02:30:00.000Z,233586.53656,2899.6934,236486.22996
1772679600000,2026-03-05T03:00:00.000Z,17290.55992,350966.64048,368257.2004
1772681400000,2026-03-05T03:30:00.000Z,78462.29564,145.0432,78607.33884
1772683200000,2026-03-05T04:00:00.000Z,0,406032.35459,406032.35459
1772685000000,2026-03-05T04:30:00.000Z,12915.6995,503190.72551,516106.42501
1772686800000,2026-03-05T05:00:00.000Z,203786.37446,21642.74805,225429.12251
1772688600000,2026-03-05T05:30:00.000Z,457569.49266,5718.4703,463287.96296
1772690400000,2026-03-05T06:00:00.000Z,814139.87037,142920.4471,957060.31747
1772692200000,2026-03-05T06:30:00.000Z,0,118402.14055,118402.14055
1772694000000,2026-03-05T07:00:00.000Z,19791.16212,185464.30105,205255.46317
1772695800000,2026-03-05T07:30:00.000Z,2210404.60075,37996.9996,2248401.6003500004
1772697600000,2026-03-05T08:00:00.000Z,120898.28315,9289.4736,130187.75675
1772699400000,2026-03-05T08:30:00.000Z,0,520056.20981,520056.20981
1772701200000,2026-03-05T09:00:00.000Z,9637.5875,630423.49278,640061.08028
1772703000000,2026-03-05T09:30:00.000Z,35730.694,118725.50517,154456.19917
1772704800000,2026-03-05T10:00:00.000Z,0,3204576.45524,3204576.45524
1772706600000,2026-03-05T10:30:00.000Z,3222.3272,1577686.95692,1580909.28412
1772708400000,2026-03-05T11:00:00.000Z,478773.57536,58255.22577,537028.80113
1772710200000,2026-03-05T11:30:00.000Z,315496.87965,54353.3187,369850.19835
1772712000000,2026-03-05T12:00:00.000Z,576818.642,14755.65642,591574.29842
